#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.record_id
#foreign_key_rtable=rtable.record_id
_id,ltable.record_id,rtable.record_id,ltable.author,ltable.date,ltable.length,ltable.price,ltable.publisher,ltable.title,rtable.author,rtable.date,rtable.length,rtable.price,rtable.publisher,rtable.title
13,1,12179,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Lew Freedman,April 2013,272,24.95,Sports Publishing,Game of My Life Cincinnati Reds
14,1,12180,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Bob Gordon,August 2013,240,24.95,Sports Publishing,Game of My Life Philadelphia Eagles
15,1,12202,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Pat Dooley,October 2011,272,24.95,Sports Publishing,Game of My Life Florida Gators
16,1,12214,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Rick Scoppe, Charlie Bennett",July 2013,240,24.95,Sports Publishing,Game of My Life South Carolina Gamecocks
17,1,12218,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Lew Freedman,April 2013,240,24.95,Sports Publishing,Game of My Life Chicago White Sox
18,1,12230,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Dennis Georgatos,September 2013,256,24.95,Sports Publishing,Game of My Life San Francisco 49ers
19,1,12239,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Marty Mulé, Paul Dietzel",October 2011,272,24.95,Sports Publishing,Game of My Life LSU Tigers
20,1,12240,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Bob Gordon,April 2013,240,24.95,Sports Publishing,Game of My Life Philadelphia Phillies
21,1,12241,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Tom Mackie,August 2013,256,24.95,Sports Publishing,Game of My Life Washington Redskins
22,1,12244,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Jack Wilkinson, Carroll Rogers",April 2013,224,24.95,Sports Publishing,Game of My Life Atlanta Braves
23,1,12271,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Jordan Hyman, Michael Robinson",August 2012,224,24.95,Sports Publishing,Game of My Life Penn Sate Nittany Lions
24,1,12280,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Steve Greenberg, Laura Lanese",August 2013,256,24.95,Sports Publishing,Game of My Life Ohio State Buckeyes
25,1,12287,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Lefty Kreh,November 2008,288,24.95,Skyhorse Publishing,My Life Was This Big
26,1,12289,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Mark Murphy,September 2011,256,24.95,Sports Publishing,Game of My Life Auburn Tigers
27,1,12308,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Lew Freedman,November 2012,256,24.95,Sports Publishing,Game of My Life Chicago Bears
28,1,12336,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Matthew Leach, Stuart Shea",November 2011,224,19.95,Sports Publishing,Game of My Life St. Louis Cardinals
29,1,12342,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Jay Greeson, Stephen Hargis",July 2013,208,24.95,Sports Publishing,Game of My Life Tennessee Volunteers
30,1,12346,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Dave Buscema,March 2013,304,24.95,Sports Publishing,Game of My Life New York Yankees
31,1,12430,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Matt Johanson, Bruce MacGowan",September 2011,256,24.95,Sports Publishing,Game of My Life San Francisco Giants
32,1,12436,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Jim Saccomano,August 2012,256,24.95,Sports Publishing,Game of My Life Denver Broncos
33,1,12449,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies," Patrick Garbin, A.P. Garbin",July 2013,272,24.95,Sports Publishing,Game of My Life Georgia Bulldogs
34,1,12475,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Brent Zwerneman,July 2013,288,24.95,Sports Publishing,Game of My Life Texas A&M Aggies
35,1,12558,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Lew Freedman,June 2012,272,24.95,Sports Publishing,Game of My Life Chicago Cubs
36,1,12572,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Ryan Clark,April 2012,272,24.95,Sports Publishing,Game of My Life Kentucky Wildcats
37,1,12595,mike harris & Frank Beamer,"Jul 07, 2015",264,16.99,Sports Publishing,Game of My Life Virginia Tech Hokies, Ken Palmer,February 2012,224,24.95,Sports Publishing,Game of My Life New York Giants
38,2,7602,Dale Brown,"Jul 24, 2003",304,19.99,Coaches Choice,Dale Brown's Basketball Coaches Organizational Handbook (2nd Edition), Seabury Jr Blair,,0,0.0,Sasquatch Books,"The Creaky Knees Guide Oregon, 2nd Edition"
39,2,7654,Dale Brown,"Jul 24, 2003",304,19.99,Coaches Choice,Dale Brown's Basketball Coaches Organizational Handbook (2nd Edition), Seabury Jr Blair,,0,0.0,Sasquatch Books,"The Creaky Knees Guide Washington, 2nd Edition"
40,3,11583,Michael Lichtenstein,"Jul 08, 2014",250,7.99,St. Martin's Press,Ya Gotta Believe!, Michael Lichtenstein,July 2014,208,7.99,St. Martin's Press,Ya Gotta Believe!
41,4,2128,Brian I. Daly,"Sep 09, 2013",296,12.99,Dundurn,Canada's Other Game, Brian I. Daly,September 2013,296,12.99,Dundurn,Canada's Other Game
42,10,727,Phil Pepe,"Apr 07, 2015",224,16.99,Sports Publishing,Yankee Doodles," Gary Matthews, Phil Pepe",April 2012,224,13.99,Triumph Books,Few and Chosen Phillies
43,10,2257,Phil Pepe,"Apr 07, 2015",224,16.99,Sports Publishing,Yankee Doodles," Duke Snider, Phil Pepe, Don Zimmer",April 2006,224,15.99,Triumph Books,Few and Chosen Dodgers
44,10,6609,Phil Pepe,"Apr 07, 2015",224,16.99,Sports Publishing,Yankee Doodles," Ron Santo, Phil Pepe, Ernie Banks, Ryne Sandberg",April 2005,224,15.99,Triumph Books,Few and Chosen Cubs
45,10,8365,Phil Pepe,"Apr 07, 2015",224,16.99,Sports Publishing,Yankee Doodles," Ken Griffey, Phil Pepe, George Foster",May 2014,224,13.99,Triumph Books,Big Red
46,10,9205,Phil Pepe,"Apr 07, 2015",224,16.99,Sports Publishing,Yankee Doodles," Jim Kaat, Phil Pepe, Joe Torre, David Halberstam",April 2003,224,13.99,Triumph Books,Still Pitching
47,10,11519,Phil Pepe,"Apr 07, 2015",224,16.99,Sports Publishing,Yankee Doodles, Phil Pepe,April 2015,224,24.99,Sports Publishing,Yankee Doodles
48,12,2114,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Patrick Garbin, Vince Dooley, Larry Munson",August 2007,192,11.99,Triumph Books,"""Then Vince Said to Herschel. . ."""
49,12,2141,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Roy White, Darrell Berger",March 2009,224,11.99,Triumph Books,"""Then Roy Said to Mickey. . ."""
50,12,2198,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Steve Richardson,July 2008,272,11.99,Triumph Books,"""Then Pinkel Said to Smith. . ."""
51,12,2213,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Walt Garrison, Mark Stallard, Cornell Green",August 2007,192,11.99,Triumph Books,"""Then Landry Said to Staubach. . ."""
52,12,2219,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Jeff Snook, Rex Kern",August 2007,192,11.99,Triumph Books,"""Then Tress Said to Troy. . ."""
53,12,2225,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Jeff Snook,August 2008,304,11.99,Triumph Books,"""Then Bud Said to Barry, Who Told Bob. . ."""
54,12,2251,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Paul Moyer, Dave Wyman, Chris Cluff",September 2008,224,11.99,Triumph Books,"""Then Zorn Said to Largent. . ."""
55,12,4376,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Jim McLaurin, David Poole, Tom Gillispie",September 2012,256,11.99,Triumph Books,"""Then Junior Said to Jeff. . ."""
56,12,4462,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Mike Hembree, Carl Edwards",February 2009,256,11.99,Triumph Books,"""Then Tony Said to Junior. . ."""
57,12,4492,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Paul Wieland, Scotty Bowman",October 2008,224,11.99,Triumph Books,"""Then Perreault Said to Rico. . ."""
58,12,6181,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Donald Hubbard,October 2013,240,11.99,Triumph Books,"""Then Russell Said to Bird..."""
59,12,6330,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Robert Gordon,May 2013,224,11.99,Triumph Books,"""Then Bowa Said to Schmidt. . ."""
60,12,6471,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Jim Donaldson, Andre Tippett",September 2009,256,11.99,Triumph Books,"""Then Belichick Said to Brady. . ."""
61,12,6552,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Steve Zipay,September 2009,256,11.99,Triumph Books,"""Then Bavaro Said to Simms. . ."""
62,12,6556,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Jim Gehman,July 2008,240,11.99,Triumph Books,"""Then Levy Said to Kelly. . ."""
63,12,6561,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Lew Freedman, Billy Pierce",March 2008,239,11.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""
64,12,6565,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Dan Jiggetts, Fred Mitchell",September 2008,192,11.99,Triumph Books,"""Then Ditka Said to Payton. . ."""
65,12,6569,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", John Heisler,August 2007,192,11.99,Triumph Books,"""Then Ara Said to Joe. . ."""
66,12,6587,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Craig Morton, Adrian Dater",September 2008,224,11.99,Triumph Books,"""Then Morton Said to Elway. . ."""
67,12,6588,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Jim Gehman, Mark Moseley",September 2009,256,11.99,Triumph Books,"""Then Gibbs Said to Riggins. . ."""
68,12,6611,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Steve Silverman, Steve Young",September 2008,190,11.99,Triumph Books,"""Then Steve Said to Jerry. . ."""
69,12,9241,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Kevin Allen,October 2009,288,11.99,Triumph Books,"""Then Wayne Said to Mario. . ."""
70,12,12521,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . ."""," Matthew Shepatin, Pat Summerall",September 2009,256,11.99,Triumph Books,"""Then Madden Said to Summerall. . ."""
71,12,12626,Lew Freedman & Billy Pierce,"Mar 01, 2008",239,22.99,Triumph Books,"""Then Ozzie Said to Harold. . .""", Steve Richardson,July 2008,224,11.99,Triumph Books,"""Then Osborne Said to Rozier. . ."""
72,15,11024,Bob Woods,"Jun 01, 2012",224,9.99,Abrams,Yankee Greats, Bob Woods ,June 2012,224,19.95,Abrams,Yankee Greats
73,19,7614,Tamika Catchings,"Feb 23, 2016",0,0.0,Revell,Catch a Star," Tamika Catchings, Ken Petersen, Tony Dungy",,0,0.0,Baker Publishing Group,Catch a Star
74,20,6563,Maureen Mullen,"Mar 01, 2009",272,11.99,Triumph Books,"""Yogi Was Up With a Guy On Third. . .""", Maureen Mullen,March 2009,272,11.99,Triumph Books,"""Yogi Was Up with a Guy on Third. . ."""
75,22,8862,Art Chansky,"Sep 25, 1999",240,21.99,Taylor Trade Publishing,Dean's Domain, Art Chansky,September 1999,240,21.99,Taylor Trade Publishing,Dean's Domain
76,24,12006,Matt Fulks,"Feb 01, 2000",189,11.99,Taylor Trade Publishing,CBS Sports Presents Stories From the Final Four, Matt Fulks,February 2000,189,11.99,Taylor Trade Publishing,CBS Sports Presents Stories From the Final Four
77,25,8838,Sports Entertainment Publishing,"Oct 13, 2013",60,2.99,Sports Entertainment Publishing,Debating Destiny: Michael Jordan vs. LeBron James, Pat Williams,May 2004,160,13.99,Taylor Trade Publishing,Quotable Michael Jordan
78,25,10654,Sports Entertainment Publishing,"Oct 13, 2013",60,2.99,Sports Entertainment Publishing,Debating Destiny: Michael Jordan vs. LeBron James, David L. Porter,September 2007,207,35.0,Greenwood Publishing Group,Michael Jordan
79,25,11679,Sports Entertainment Publishing,"Oct 13, 2013",60,2.99,Sports Entertainment Publishing,Debating Destiny: Michael Jordan vs. LeBron James," Sean Deveney, Kent McDill",October 2014,224,24.95,Sports Publishing,Facing Michael Jordan
80,26,11373,Bill Gutman,"Mar 16, 2010",432,11.99,"Skyhorse Publishing, Inc.",Yankees by the Numbers, Bill Gutman,April 2015,448,17.99,Sports Publishing,Yankees by the Numbers
81,26,12300,Bill Gutman,"Mar 16, 2010",432,11.99,"Skyhorse Publishing, Inc.",Yankees by the Numbers, Bill Gutman,March 2010,432,17.95,Skyhorse Publishing,Yankees by the Numbers
82,28,7135,Bill Reynolds,"Mar 31, 2009",320,12.99,Penguin Publishing Group,'78, Bill Reynolds,March 2009,320,12.99,Penguin Publishing Group,'78
83,32,9431,Donald Hunt,"Sep 01, 2003",224,11.99,Triumph Books,Chaney," Donald Hunt, Aaron McKie, Eddie Jones, John Chaney, Bill Cosby",September 2006,224,11.99,Triumph Books,Chaney
84,34,3590,Taylor Trade Publishing,"Dec 03, 2014",1,27.99,Taylor Trade Publishing,Yankees Fans eBook Gift Set,,December 2014,0,15.99,Lyons Press,Golfer's eBook Gift Set
85,34,5823,Taylor Trade Publishing,"Dec 03, 2014",1,27.99,Taylor Trade Publishing,Yankees Fans eBook Gift Set, Ed Sherman,December 2014,0,27.99,Taylor Trade Publishing,Yankees Fans eBook Gift Set
86,34,7912,Taylor Trade Publishing,"Dec 03, 2014",1,27.99,Taylor Trade Publishing,Yankees Fans eBook Gift Set, Ross Adell,December 2014,0,15.99,Taylor Trade Publishing,Amazing Mets Fan eBook Gift Set
87,34,11830,Taylor Trade Publishing,"Dec 03, 2014",1,27.99,Taylor Trade Publishing,Yankees Fans eBook Gift Set, George Sullivan,February 2002,112,5.99,Taylor Trade Publishing,The Yankees Fan's Little Book of Wisdom
88,35,9302,Bob Hurley,"Mar 19, 2013",336,13.99,Crown/Archetype,Chasing Perfect, Bob Hurley,March 2013,336,13.99,Crown/Archetype,Chasing Perfect
89,36,451,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Rob Reischel,November 2013,288,11.99,Triumph Books,100 Things Packers Fans Should Know & Do Before They Die
90,36,726,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Mike Towle,September 2004,209,11.99,Triumph Books,I've Got Things to Do with My Life
91,36,2439,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Adam Kimelman,October 2010,320,11.99,Triumph Books,100 Things Flyers Fans Should Know & Do Before They Die
92,36,2583,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Jimmy Greenfield,March 2012,256,11.99,Triumph Books,100 Things Cubs Fans Should Know & Do Before They Die
93,36,3731,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Kevin Allen, Bob Duff, Darren McCarty",October 2014,320,11.99,Triumph Books,100 Things Red Wings Fans Should Know & Do Before They Die
94,36,3769,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Tab Bamford, Jeremy Roenick",October 2014,272,11.99,Triumph Books,100 Things Blackhawks Fans Should Know & Do Before They Die
95,36,3774,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Rick Schaeffer, Quinn Grovey",September 2014,256,11.99,Triumph Books,100 Things Arkansas Fans Should Know & Do Before They Die
96,36,3780,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Andrew Buchanan, Archie Griffin",September 2014,272,11.99,Triumph Books,100 Things Buckeyes Fans Should Know & Do Before They Die
97,36,3782,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Jeremy Rutherford, Brett Hull",October 2014,384,11.99,Triumph Books,100 Things Blues Fans Should Know & Do Before They Die
98,36,3789,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Scott Pitoniak, Floyd Little",October 2014,336,11.99,Triumph Books,100 Things Syracuse Fans Should Know & Do Before They Die
99,36,4059,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Michael Emmerich,October 2013,352,11.99,Triumph Books,100 Things Michigan State Fans Should Know & Do Before They Die
100,36,4355,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Ryan Clark, Joe Cox",November 2012,272,11.99,Triumph Books,100 Things Wildcats Fans Should Know & Do Before They Die
101,36,4356,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Stan Sutton,November 2012,288,11.99,Triumph Books,100 Things Hoosiers Fans Should Know & Do Before They Die
102,36,4368,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Brian Howell,September 2012,336,11.99,Triumph Books,100 Things Broncos Fans Should Know & Do Before They Die
103,36,4406,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Ray Glier, Knox Bardeen",August 2012,257,11.99,Triumph Books,100 Things Falcons Fans Should Know & Do Before They Die
104,36,4412,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Angelique Chengelis, Lloyd Carr",August 2012,272,11.99,Triumph Books,100 Things Michigan Fans Should Know & Do Before They Die
105,36,4415,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Dave Buscema,August 2012,368,11.99,Triumph Books,100 Things Giants Fans Should Know & Do Before They Die
106,36,4417,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Sal Maiorana,September 2012,256,11.99,Triumph Books,100 Things Sabres Fans Should Know & Do Before They Die
107,36,4437,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Jeffrey J. Miller, Marv Levy",October 2012,304,11.99,Triumph Books,100 Things Bills Fans Should Know & Do Before They Die
108,36,4448,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Alan Hahn,October 2012,256,11.99,Triumph Books,100 Things Knicks Fans Should Know & Do Before They Die
109,36,4534,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Mike Hembree,March 2012,256,11.99,Triumph Books,100 Things NASCAR Fans Should Know & Do Before They Die
110,36,4576,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Kent McDill, Jeff Joniak",October 2013,256,11.99,Triumph Books,100 Things Bears Fans Should Know & Do Before They Die
111,36,4657,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Christopher Walsh,August 2012,304,11.99,Triumph Books,100 Things Crimson Tide Fans Should Know & Do Before They Die
112,36,4660,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Paula Pasche,August 2012,256,11.99,Triumph Books,100 Things Lions Fans Should Know & Do Before They Die
113,36,4661,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Evan Woodbery,August 2012,304,11.99,Triumph Books,100 Things Auburn Fans Should Know & Do Before They Die
114,36,4673,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Adam Van Brimmer, Homer Rice",October 2011,272,11.99,Triumph Books,100 Things Yellow Jackets Fans Should Know & Do Before They Die
115,36,4692,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Bill Chastain,March 2011,240,11.99,Triumph Books,100 Things Giants Fans Should Know & Do Before They Die
116,36,4796,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Chuck Carlson,September 2011,256,11.99,Triumph Books,100 Things Eagles Fans Should Know & Do Before They Die
117,36,4823,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Patrick Sheltra,September 2011,272,11.99,Triumph Books,100 Things Utes Fans Should Know & Do Before They Die
118,36,4825,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Rick Buker,October 2011,256,11.99,Triumph Books,100 Things Penguins Fans Should Know & Do Before They Die
119,36,4830,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die, Kent McDill,November 2012,256,11.99,Triumph Books,100 Things Bulls Fans Should Know & Do Before They Die
120,36,5757,Susan Slusser,"Jun 01, 2015",336,9.99,Triumph Books,100 Things A&#39;s Fans Should Know & Do Before They Die," Art Chansky, Phil Ford",,0,0.0,Triumph Books,100 Things North Carolina Fans Should Know & Do Before They Die
