,amazon_id,google_id
51,b0002x1omi,http://www.google.com/base/feeds/snippets/7039940734695244235
52,b0009stm6g,http://www.google.com/base/feeds/snippets/7117788517647646539
53,b000ap0h94,http://www.google.com/base/feeds/snippets/7651654029530591686
54,b0000ycfe0,http://www.google.com/base/feeds/snippets/8175198959985911471
55,b00006j02n,http://www.google.com/base/feeds/snippets/18268949289189904876
56,b0000aka82,http://www.google.com/base/feeds/snippets/15883771067913561390
57,b00002s8if,http://www.google.com/base/feeds/snippets/17110430434010171078
58,b0009ren8e,http://www.google.com/base/feeds/snippets/18152695793777845265
59,b000a3x6te,http://www.google.com/base/feeds/snippets/16407653863068941558
60,b000bnb72g,http://www.google.com/base/feeds/snippets/17010841797296818807
61,b000ap422c,http://www.google.com/base/feeds/snippets/15918748426604243470
62,b000098xjo,http://www.google.com/base/feeds/snippets/16361312648941715869
63,b000314vvu,http://www.google.com/base/feeds/snippets/18384366678790095384
64,b000fa5ens,http://www.google.com/base/feeds/snippets/18384136689746651786
65,b0002e3g6o,http://www.google.com/base/feeds/snippets/18384557845547191313
66,b0007iqg2q,http://www.google.com/base/feeds/snippets/18383108968754488314
67,b000099sin,http://www.google.com/base/feeds/snippets/18383594456090582739
68,b000hj9r3u,http://www.google.com/base/feeds/snippets/18422892267475594445
69,b0007yll20,http://www.google.com/base/feeds/snippets/18425596514092797479
70,b0007yll20,http://www.google.com/base/feeds/snippets/18431066094306345892
71,b0000ak7c5,http://www.google.com/base/feeds/snippets/18424334149556003404
72,b000162zp6,http://www.google.com/base/feeds/snippets/18423412970630780827
73,b000i84dsy,http://www.google.com/base/feeds/snippets/18427191929555331953
74,b000gaoo7y,http://www.google.com/base/feeds/snippets/18384280629938052082
75,b00008ajjc,http://www.google.com/base/feeds/snippets/18424464601572004274
76,b000jj4fbw,http://www.google.com/base/feeds/snippets/18427202789383020961
77,b000kmcf0g,http://www.google.com/base/feeds/snippets/18420491833696681736
78,b000ozibhk,http://www.google.com/base/feeds/snippets/18418631443367666576
79,b000h774k0,http://www.google.com/base/feeds/snippets/18419564278412211145
80,b000162zq0,http://www.google.com/base/feeds/snippets/18424247759201075212
81,b0006g2wke,http://www.google.com/base/feeds/snippets/18422068306669698354
82,b000qs8n64,http://www.google.com/base/feeds/snippets/18422266773656246362
83,b000cpshfs,http://www.google.com/base/feeds/snippets/18422327928504968692
84,b000ehq008,http://www.google.com/base/feeds/snippets/18415416380788323186
85,b000f7ixx4,http://www.google.com/base/feeds/snippets/18416260775952371893
86,b000f7ixx4,http://www.google.com/base/feeds/snippets/18406460610458325212
87,b000brgbpa,http://www.google.com/base/feeds/snippets/18413484739795948632
88,b0000c6fjm,http://www.google.com/base/feeds/snippets/18413075895200367717
89,b00005yx8i,http://www.google.com/base/feeds/snippets/18417819850768172148
90,b000hkgj8k,http://www.google.com/base/feeds/snippets/18417354130985846422
91,b0002719lk,http://www.google.com/base/feeds/snippets/18416093365515680633
92,b00006h38u,http://www.google.com/base/feeds/snippets/18406000514365649458
93,b000lu8a10,http://www.google.com/base/feeds/snippets/18406653450238248367
94,b0006oei8u,http://www.google.com/base/feeds/snippets/18409822956112890125
95,b000f613x2,http://www.google.com/base/feeds/snippets/18428018889032699615
96,b000p9cr34,http://www.google.com/base/feeds/snippets/18421148872586071492
97,b000j4k804,http://www.google.com/base/feeds/snippets/18411875162562199123
98,b00008mopv,http://www.google.com/base/feeds/snippets/16621550764866327052
99,b000nwsclo,http://www.google.com/base/feeds/snippets/18404168006486239466
100,b000ek6ekq,http://www.google.com/base/feeds/snippets/18404187604346548446
101,b0008ews9o,http://www.google.com/base/feeds/snippets/18354430457145981051
102,b0009y6f0g,http://www.google.com/base/feeds/snippets/18404319188505755669
103,b000g017kg,http://www.google.com/base/feeds/snippets/18405135648098652581
104,b0006g31i6,http://www.google.com/base/feeds/snippets/18405362244680246986
105,b000i2qubi,http://www.google.com/base/feeds/snippets/12835181529749808477
106,b000qfqa1w,http://www.google.com/base/feeds/snippets/18405745276041721942
107,b000056b62,http://www.google.com/base/feeds/snippets/18446496383812786183
108,b000fbk6gc,http://www.google.com/base/feeds/snippets/18446612824766852081
109,b0007d8es0,http://www.google.com/base/feeds/snippets/18445465727364031756
110,b0006z16qq,http://www.google.com/base/feeds/snippets/18445827127704822533
111,b0002w37x8,http://www.google.com/base/feeds/snippets/18444171148464728826
112,b0006g31ao,http://www.google.com/base/feeds/snippets/18445341039052694828
113,b00005atxo,http://www.google.com/base/feeds/snippets/11430069725574750424
114,b000eavbdq,http://www.google.com/base/feeds/snippets/18443105453266961029
115,b000ozhfsq,http://www.google.com/base/feeds/snippets/18438075297130458214
116,b000ozhfsq,http://www.google.com/base/feeds/snippets/9997282084409978802
117,b000083k83,http://www.google.com/base/feeds/snippets/18439030063794622523
118,b0002bqqxw,http://www.google.com/base/feeds/snippets/18436194751131787997
119,b000e6q3em,http://www.google.com/base/feeds/snippets/18435517580056006507
120,b0009hmx36,http://www.google.com/base/feeds/snippets/18435954901092427938
121,b0006g2zce,http://www.google.com/base/feeds/snippets/16821958940203637711
122,b000jx3qxq,http://www.google.com/base/feeds/snippets/18435579466587005010
123,b000jx3qxq,http://www.google.com/base/feeds/snippets/13304616444690819122
124,b0000y7wc0,http://www.google.com/base/feeds/snippets/18438098517069192631
125,b000jbxxtk,http://www.google.com/base/feeds/snippets/18377982787934617712
126,b000s8jxpc,http://www.google.com/base/feeds/snippets/18415890873747923115
127,b0009zhg8k,http://www.google.com/base/feeds/snippets/18403568462989725383
128,b000e5n0mg,http://www.google.com/base/feeds/snippets/18400554570218912442
129,b000e5n0mg,http://www.google.com/base/feeds/snippets/10008484121273338467
130,b00079pmwa,http://www.google.com/base/feeds/snippets/18400846626733696167
131,b0000dzfvd,http://www.google.com/base/feeds/snippets/18398703861878507186
132,b000i2jd0s,http://www.google.com/base/feeds/snippets/18393898679155461769
133,b00099qrok,http://www.google.com/base/feeds/snippets/9755705822363275907
134,b000068xl9,http://www.google.com/base/feeds/snippets/18398774476993389905
135,b000bi7uqs,http://www.google.com/base/feeds/snippets/18403148885652932189
136,b0006g2wr2,http://www.google.com/base/feeds/snippets/18403352308945312678
137,b000hvtk9e,http://www.google.com/base/feeds/snippets/18400163697429940544
138,b000jjrwas,http://www.google.com/base/feeds/snippets/18400264612493053038
139,b000jx29wa,http://www.google.com/base/feeds/snippets/18403866794415896226
140,b00063blg8,http://www.google.com/base/feeds/snippets/18399719239824156071
141,b0002bqrq8,http://www.google.com/base/feeds/snippets/18386073325514862606
142,b000ecoami,http://www.google.com/base/feeds/snippets/18389952572089446651
143,b000067vpa,http://www.google.com/base/feeds/snippets/18389772286278704810
144,b0006b4zr2,http://www.google.com/base/feeds/snippets/18387344743770716829
145,b000aly75i,http://www.google.com/base/feeds/snippets/18391095906680955632
146,b000a7mfn8,http://www.google.com/base/feeds/snippets/18387170188665857199
147,b000hlt57q,http://www.google.com/base/feeds/snippets/18385266399097496621
148,b000fepvcs,http://www.google.com/base/feeds/snippets/18395637668335924867
149,b0000y7wck,http://www.google.com/base/feeds/snippets/18395209041486825295
150,b000gv8u32,http://www.google.com/base/feeds/snippets/18395632346791388859
151,b000btas3y,http://www.google.com/base/feeds/snippets/18393736281334607132
152,b000qv5xqy,http://www.google.com/base/feeds/snippets/18391914133104937904
153,b000bw7kxw,http://www.google.com/base/feeds/snippets/18392335669009428265
154,b0007q7mg2,http://www.google.com/base/feeds/snippets/13558726664717453661
155,b0007q7mg2,http://www.google.com/base/feeds/snippets/13029285540855383313
156,b000b5ue6y,http://www.google.com/base/feeds/snippets/18392141725886908183
157,b000ndibaa,http://www.google.com/base/feeds/snippets/3285016045940957596
158,b0001wn1ee,http://www.google.com/base/feeds/snippets/12776057589362570320
159,b000jgf410,http://www.google.com/base/feeds/snippets/9949258255997064102
160,b000hcl5sm,http://www.google.com/base/feeds/snippets/12905177887993533095
161,b0000cg4ah,http://www.google.com/base/feeds/snippets/18417940197818815384
162,b000e8jl80,http://www.google.com/base/feeds/snippets/16064170791328826375
163,b000coxs30,http://www.google.com/base/feeds/snippets/18397190495511936667
164,b0001y7poo,http://www.google.com/base/feeds/snippets/8489592412659021834
165,b0001y7poo,http://www.google.com/base/feeds/snippets/4468026794504477734
166,b000ndibq4,http://www.google.com/base/feeds/snippets/7928058720709111960
167,b000ndibq4,http://www.google.com/base/feeds/snippets/2461116331238857888
168,b000ndibci,http://www.google.com/base/feeds/snippets/5536147337142384196
169,b000j00xf8,http://www.google.com/base/feeds/snippets/2828778266734579385
170,b000hlp5do,http://www.google.com/base/feeds/snippets/4835538995422992772
171,b000edkurg,http://www.google.com/base/feeds/snippets/13699037964945038111
172,b000kzf7oo,http://www.google.com/base/feeds/snippets/18395554978346558556
173,b000e8jlai,http://www.google.com/base/feeds/snippets/18364244585954350504
174,b000e8jlai,http://www.google.com/base/feeds/snippets/8918859484248831701
175,b000hc0m36,http://www.google.com/base/feeds/snippets/12949835105262366018
176,b0008ewsai,http://www.google.com/base/feeds/snippets/10066664236286478958
177,b00009adf3,http://www.google.com/base/feeds/snippets/12203635138191657547
178,b00009adf3,http://www.google.com/base/feeds/snippets/10843999530069218918
179,b00009apn8,http://www.google.com/base/feeds/snippets/17298617365180292947
180,b000rwdd9q,http://www.google.com/base/feeds/snippets/13813465547037122851
181,b000pihtec,http://www.google.com/base/feeds/snippets/13778334917246964953
182,b0002bqqtq,http://www.google.com/base/feeds/snippets/12603976278153658661
183,b000rw9md2,http://www.google.com/base/feeds/snippets/14209929007229153860
184,b000in18nm,http://www.google.com/base/feeds/snippets/12354599434001970846
185,b000098xiy,http://www.google.com/base/feeds/snippets/12991839860010855049
186,b000c55alw,http://www.google.com/base/feeds/snippets/10177129616064822618
187,b000h20hu4,http://www.google.com/base/feeds/snippets/11816902045207686274
188,b0009yegcu,http://www.google.com/base/feeds/snippets/12024241460287341882
189,b00061u8sc,http://www.google.com/base/feeds/snippets/12121003713992255160
190,b000i2y0cy,http://www.google.com/base/feeds/snippets/1528326579184485637
191,b000ndemb2,http://www.google.com/base/feeds/snippets/9858798962478264497
192,b000fzvv3u,http://www.google.com/base/feeds/snippets/9675508034468866052
193,b000h14rqk,http://www.google.com/base/feeds/snippets/18177463782265275234
194,b000h14rqk,http://www.google.com/base/feeds/snippets/10090208868795399315
195,b000ffsgga,http://www.google.com/base/feeds/snippets/9487354196638610375
196,b000e8jlda,http://www.google.com/base/feeds/snippets/14794198635011271295
197,b000fzxiou,http://www.google.com/base/feeds/snippets/12642359421626863460
198,b0002h6x34,http://www.google.com/base/feeds/snippets/4823291609006887387
199,b0001gjc52,http://www.google.com/base/feeds/snippets/13642535173107321529
200,b000bcgfe2,http://www.google.com/base/feeds/snippets/6801077797933253662
201,b000e8jl7q,http://www.google.com/base/feeds/snippets/4682448981783641744
202,b000lu89xy,http://www.google.com/base/feeds/snippets/13831527178214062853
203,b000gknmd6,http://www.google.com/base/feeds/snippets/1088964682231544841
204,b000qtu1ay,http://www.google.com/base/feeds/snippets/18391195855196917401
205,b000he35ss,http://www.google.com/base/feeds/snippets/11153480872220659485
206,b000exs488,http://www.google.com/base/feeds/snippets/11143055459495586546
207,b000egwc42,http://www.google.com/base/feeds/snippets/18427221955987040627
208,b000q1n7du,http://www.google.com/base/feeds/snippets/10720887667449998069
209,b000ndibnc,http://www.google.com/base/feeds/snippets/16406760233183606059
210,b000cqnjim,http://www.google.com/base/feeds/snippets/10662427062723563235
211,b000h5j4ka,http://www.google.com/base/feeds/snippets/11343247749866294908
212,b000e15nhk,http://www.google.com/base/feeds/snippets/11343247749866294908
213,b000fzz73u,http://www.google.com/base/feeds/snippets/11404711258824251475
214,b000hkpb3e,http://www.google.com/base/feeds/snippets/11022538834870557563
215,b000k7ving,http://www.google.com/base/feeds/snippets/13468530879861986847
216,b000ga99ry,http://www.google.com/base/feeds/snippets/13264093951540339583
217,b000epcfz4,http://www.google.com/base/feeds/snippets/13118744398423334173
218,b000o39u3g,http://www.google.com/base/feeds/snippets/13023052343955574084
219,b000hlv6mi,http://www.google.com/base/feeds/snippets/10688959294324458483
220,b0000afu4e,http://www.google.com/base/feeds/snippets/10376000923691891679
221,b000jgw9ae,http://www.google.com/base/feeds/snippets/10471177135649344162
222,b000hlr9my,http://www.google.com/base/feeds/snippets/18368153783802816439
223,b000hlr9my,http://www.google.com/base/feeds/snippets/2255189038262879768
224,b000fzz730,http://www.google.com/base/feeds/snippets/10105070429318394420
225,b000r1g844,http://www.google.com/base/feeds/snippets/13637950682292849732
226,b000exq2cs,http://www.google.com/base/feeds/snippets/9463842250533836611
227,b000ozjtoo,http://www.google.com/base/feeds/snippets/13637950682292849732
228,b000099sie,http://www.google.com/base/feeds/snippets/12471937113581397461
229,b0001wn0li,http://www.google.com/base/feeds/snippets/18379653518269884966
230,b000j6dues,http://www.google.com/base/feeds/snippets/12495037922890432173
231,b0006ni698,http://www.google.com/base/feeds/snippets/11865417944403325412
232,b000he4riu,http://www.google.com/base/feeds/snippets/12068923163500219493
233,b00070ouja,http://www.google.com/base/feeds/snippets/13771177133224281760
234,b000eplmpi,http://www.google.com/base/feeds/snippets/13683578637114771147
235,b000nknb62,http://www.google.com/base/feeds/snippets/13773294714940805969
236,b000aa8796,http://www.google.com/base/feeds/snippets/13804410937823415271
237,b00009m8ur,http://www.google.com/base/feeds/snippets/13743628234242373469
238,b000frttvy,http://www.google.com/base/feeds/snippets/10497976503252074561
239,b0007d8r5k,http://www.google.com/base/feeds/snippets/13775362651326388438
240,b000e8jlbw,http://www.google.com/base/feeds/snippets/3597076779822744306
241,b000fzxisg,http://www.google.com/base/feeds/snippets/13727078323480476968
242,b000fzxisg,http://www.google.com/base/feeds/snippets/10282477376383378142
243,b0008ews6w,http://www.google.com/base/feeds/snippets/11041238021562109147
244,b000exw510,http://www.google.com/base/feeds/snippets/9551528510942983552
245,b000fzz76m,http://www.google.com/base/feeds/snippets/9505595690175506725
246,b00062ak2k,http://www.google.com/base/feeds/snippets/18376072611700638452
247,b000eqazb4,http://www.google.com/base/feeds/snippets/12965745281480952652
248,b000kmehha,http://www.google.com/base/feeds/snippets/11463298814554093369
249,b000ndibws,http://www.google.com/base/feeds/snippets/9484979283744840884
250,b000hlp64w,http://www.google.com/base/feeds/snippets/11554840496283672285
251,b000bddf08,http://www.google.com/base/feeds/snippets/11443016597547288676
252,b000evo8h6,http://www.google.com/base/feeds/snippets/18368735287693525011
253,b000lv6pyi,http://www.google.com/base/feeds/snippets/18367889369421729693
254,b00005ld1r,http://www.google.com/base/feeds/snippets/18367097829354438075
255,b0006g2vk0,http://www.google.com/base/feeds/snippets/18365507478568694929
256,b000gkli0a,http://www.google.com/base/feeds/snippets/6426816868919758079
257,b000fbgapi,http://www.google.com/base/feeds/snippets/18364140307508478752
258,b000qgixde,http://www.google.com/base/feeds/snippets/18360307000127444765
259,b000oziaz8,http://www.google.com/base/feeds/snippets/15207825953028155236
260,b00008mnxr,http://www.google.com/base/feeds/snippets/13582930230756997101
261,b000fnevhk,http://www.google.com/base/feeds/snippets/18358728426530670777
262,b000kg86b4,http://www.google.com/base/feeds/snippets/18360175926672582960
263,b00097iaym,http://www.google.com/base/feeds/snippets/18354270349835110075
264,b000ivfciq,http://www.google.com/base/feeds/snippets/18355044473505180786
265,b000ivfciq,http://www.google.com/base/feeds/snippets/12151689484559213261
266,b000jx1kma,http://www.google.com/base/feeds/snippets/18356272944058818376
267,b000a6na6a,http://www.google.com/base/feeds/snippets/18355630027419003625
268,b000a3ky4e,http://www.google.com/base/feeds/snippets/18356638685856745200
269,b000aoz7fo,http://www.google.com/base/feeds/snippets/18353566070605982375
270,b0006g2tum,http://www.google.com/base/feeds/snippets/18352674914916743912
271,b000icpfmi,http://www.google.com/base/feeds/snippets/14325412592062687221
272,b0007yepyg,http://www.google.com/base/feeds/snippets/14284530408597272725
273,b00032heyk,http://www.google.com/base/feeds/snippets/14100958400236899770
274,b0000ycfdg,http://www.google.com/base/feeds/snippets/13728717906019565465
275,b0009y6f56,http://www.google.com/base/feeds/snippets/13392915442415544255
276,b000cbn9aa,http://www.google.com/base/feeds/snippets/13143355002649939201
277,b000cpshia,http://www.google.com/base/feeds/snippets/14493833507639383996
278,b000922dwc,http://www.google.com/base/feeds/snippets/15297739858013318917
279,b000ogsgym,http://www.google.com/base/feeds/snippets/15551866173776009457
280,b000b0gzu8,http://www.google.com/base/feeds/snippets/14443748429238960679
281,b00062ujhg,http://www.google.com/base/feeds/snippets/14762714779654278826
282,b000hed3f8,http://www.google.com/base/feeds/snippets/15401280256033043239
283,b000enucvk,http://www.google.com/base/feeds/snippets/3437735654737897918
284,b00032hey0,http://www.google.com/base/feeds/snippets/13776469109811872414
285,b000bckmaa,http://www.google.com/base/feeds/snippets/13796906802854864998
286,b000dz964i,http://www.google.com/base/feeds/snippets/18379602755577753525
287,b0002r74a0,http://www.google.com/base/feeds/snippets/18380144380139373224
288,b000nknb44,http://www.google.com/base/feeds/snippets/5978521375376689048
289,b000ehpzxq,http://www.google.com/base/feeds/snippets/18381050378194058330
290,b000fkd3cc,http://www.google.com/base/feeds/snippets/18388829675891326365
291,b00030cbu4,http://www.google.com/base/feeds/snippets/18379664802687261824
292,b000ndibh8,http://www.google.com/base/feeds/snippets/2261905427242154693
293,b000euhk3g,http://www.google.com/base/feeds/snippets/14356986779854403622
294,b000cditbc,http://www.google.com/base/feeds/snippets/18377490087458020504
295,b000krd3bq,http://www.google.com/base/feeds/snippets/10299611596430222322
296,b000krd3bq,http://www.google.com/base/feeds/snippets/17596883596074762243
297,b000gwkol2,http://www.google.com/base/feeds/snippets/18376303388125635572
298,b000nvkyse,http://www.google.com/base/feeds/snippets/1492097838915695810
299,b00006rgnx,http://www.google.com/base/feeds/snippets/6732814497585724663
300,b000qctqne,http://www.google.com/base/feeds/snippets/18375765231096501819
301,b000bnkbdm,http://www.google.com/base/feeds/snippets/18374143831267894200
302,b000i84dts,http://www.google.com/base/feeds/snippets/18373254644070862441
303,b000aa87pu,http://www.google.com/base/feeds/snippets/18373688292230003205
304,b000ivkrvs,http://www.google.com/base/feeds/snippets/15664992944977677730
305,b000ozia62,http://www.google.com/base/feeds/snippets/648205874217332044
306,b000lpc8t0,http://www.google.com/base/feeds/snippets/11831542288207686462
307,b0002c3vqq,http://www.google.com/base/feeds/snippets/18371416588940021581
308,b00009v7hf,http://www.google.com/base/feeds/snippets/18373045261595979693
309,b0007d8esa,http://www.google.com/base/feeds/snippets/18368896632826907002
310,b0006b64v2,http://www.google.com/base/feeds/snippets/18369825056478487049
311,b000qjrska,http://www.google.com/base/feeds/snippets/18371727039035112852
312,b000bt8trg,http://www.google.com/base/feeds/snippets/11826731647881867985
313,b000ov0gao,http://www.google.com/base/feeds/snippets/18371601730045221642
314,b000088ner,http://www.google.com/base/feeds/snippets/4776201646741876078
315,b000088ner,http://www.google.com/base/feeds/snippets/1347968736695236641
316,b0009yx9by,http://www.google.com/base/feeds/snippets/5238862557893361196
317,b000mfgx7w,http://www.google.com/base/feeds/snippets/18416264451031093966
318,b00005op44,http://www.google.com/base/feeds/snippets/18381906790026125106
319,b000bwbtwu,http://www.google.com/base/feeds/snippets/6205544377126393085
320,b000emgcxs,http://www.google.com/base/feeds/snippets/18384214908341178781
321,b0001iqnc0,http://www.google.com/base/feeds/snippets/18240279639195527181
322,b0001iqnc0,http://www.google.com/base/feeds/snippets/14425804478665246948
323,b000b6kxfa,http://www.google.com/base/feeds/snippets/8894150903607310427
324,b000bndghk,http://www.google.com/base/feeds/snippets/18427441766979913551
325,b000e8jlas,http://www.google.com/base/feeds/snippets/1532472446439845707
326,b00009qenn,http://www.google.com/base/feeds/snippets/9685584718207146115
327,b0001h9l5m,http://www.google.com/base/feeds/snippets/15812045656958608251
328,b0009xb12o,http://www.google.com/base/feeds/snippets/18396354299258717606
329,b000i8od4i,http://www.google.com/base/feeds/snippets/18213081663134894535
330,b00004nhn7,http://www.google.com/base/feeds/snippets/18434385825570199468
331,b00062jdka,http://www.google.com/base/feeds/snippets/9616317575612495489
332,b00022ptt8,http://www.google.com/base/feeds/snippets/10568264795540984053
333,b000bwbu6u,http://www.google.com/base/feeds/snippets/6282886480523973402
334,b000bgtv80,http://www.google.com/base/feeds/snippets/11711993756559182415
335,b000bgtv80,http://www.google.com/base/feeds/snippets/10623432141570708774
336,b000o27t8a,http://www.google.com/base/feeds/snippets/18341451742874553099
337,b000ndib6y,http://www.google.com/base/feeds/snippets/11553460726656084647
338,b000ndib6y,http://www.google.com/base/feeds/snippets/13659935621775890962
339,b0001wn0ky,http://www.google.com/base/feeds/snippets/16388256207576026986
340,b000q6zk3a,http://www.google.com/base/feeds/snippets/18371419521576660155
341,b000bhq5jw,http://www.google.com/base/feeds/snippets/18436637620422411542
342,b000hcz8gc,http://www.google.com/base/feeds/snippets/9807438286656285076
343,b000hctyte,http://www.google.com/base/feeds/snippets/7882287499485291732
344,b000bx24o6,http://www.google.com/base/feeds/snippets/14415907760923977024
345,b000bx24o6,http://www.google.com/base/feeds/snippets/17938513699320393589
346,b000mtebtu,http://www.google.com/base/feeds/snippets/7898902077337932386
347,b000hlt4y0,http://www.google.com/base/feeds/snippets/11831542288207686462
348,b000hbys5k,http://www.google.com/base/feeds/snippets/5250375660251099807
349,b000hbys5k,http://www.google.com/base/feeds/snippets/13631557261313424700
350,b000h11f9c,http://www.google.com/base/feeds/snippets/18422623903556262295
351,b0006n99k8,http://www.google.com/base/feeds/snippets/17425291246427623053
352,b00008mnxq,http://www.google.com/base/feeds/snippets/18380054536947094037
353,b000hc0lw8,http://www.google.com/base/feeds/snippets/16714036815187031033
354,b000hc0lw8,http://www.google.com/base/feeds/snippets/16573354058682977088
355,b0002b0qfg,http://www.google.com/base/feeds/snippets/11267581873345425673
356,b000ej9w0q,http://www.google.com/base/feeds/snippets/10299611596430222322
357,b000ej9w0q,http://www.google.com/base/feeds/snippets/17596883596074762243
358,b0007lw230,http://www.google.com/base/feeds/snippets/17298610841039937504
359,b0007lw230,http://www.google.com/base/feeds/snippets/10628460274071713512
360,b0007lw230,http://www.google.com/base/feeds/snippets/10595032077010116055
361,b0007lw23a,http://www.google.com/base/feeds/snippets/11630432614273539055
362,b0007lw23a,http://www.google.com/base/feeds/snippets/3045238811380824044
363,b0007lw23a,http://www.google.com/base/feeds/snippets/9643223122893875320
364,b000hbxjxc,http://www.google.com/base/feeds/snippets/11125907881740407428
365,b000hbxjxc,http://www.google.com/base/feeds/snippets/11409582066977374017
366,b000pdnhno,http://www.google.com/base/feeds/snippets/12311932123270766595
367,b000pdnhno,http://www.google.com/base/feeds/snippets/17070501717470514063
368,b000hcz8ey,http://www.google.com/base/feeds/snippets/11114112522015930440
369,b0007lw22g,http://www.google.com/base/feeds/snippets/10849068506859926430
370,b0007lw22g,http://www.google.com/base/feeds/snippets/18398718226932431716
371,b0007lw22g,http://www.google.com/base/feeds/snippets/4539901557040997564
372,b000ndib7s,http://www.google.com/base/feeds/snippets/3473826515983580841
373,b00022ptru,http://www.google.com/base/feeds/snippets/8761785470712681109
374,b000hlt4tu,http://www.google.com/base/feeds/snippets/18404168006486239466
375,b000hcxklc,http://www.google.com/base/feeds/snippets/9255722138583214734
376,b000hbvvg4,http://www.google.com/base/feeds/snippets/4699273716641936158
377,b000hcv1ky,http://www.google.com/base/feeds/snippets/16905793691117512235
378,b000bgpqr0,http://www.google.com/base/feeds/snippets/12737245292905990966
379,b0007iqg3a,http://www.google.com/base/feeds/snippets/16894460490935798232
380,b000bknncq,http://www.google.com/base/feeds/snippets/10004325115759097777
381,b000ogsyk8,http://www.google.com/base/feeds/snippets/391160076939023566
382,b0008ewsf8,http://www.google.com/base/feeds/snippets/10087092539211280139
383,b000ndid26,http://www.google.com/base/feeds/snippets/5673733196767057398
384,b000h16p9m,http://www.google.com/base/feeds/snippets/3846293022585027470
385,b000ndid62,http://www.google.com/base/feeds/snippets/14736350815466474940
386,b000k2nktg,http://www.google.com/base/feeds/snippets/415173687627513981
387,b000ndibvo,http://www.google.com/base/feeds/snippets/5767845185221029524
